"id","institutionCode","collectionCode","catalogNumber","order","family","scientificName","genus","specificEpithet","taxonRank","infraspecificEpithet","year","month","day","reproductiveCondition","county","municipality","locality","localitySecurity","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","date","lastcollected"
42544,"University of Connecticut","CONN","CONN00000098","Poales","Typhaceae","Sparganium diversifolium","Sparganium","diversifolium","","",1934,10,7,"flowering/fruiting","New London","New London","Connecticut College Arboretum",0,41.37861,-72.11027,5000,1934-10-07,1934
42545,"University of Connecticut","CONN","CONN00000099","Poales","Typhaceae","Sparganium chlorocarpum","Sparganium","chlorocarpum","","",1905,6,9,"flowering/fruiting","Fairfield","Weston","Weston",0,41.22555,-73.37111,NA,1905-06-09,1966
42549,"University of Connecticut","CONN","CONN00000103","Poales","Typhaceae","Sparganium chlorocarpum","Sparganium","chlorocarpum","","",1966,8,13,"flowering/fruiting","Fairfield","Shelton","Housatonic River, Shelton",0,41.31416,-73.08638,20000,1966-08-13,1966
42551,"University of Connecticut","CONN","CONN00000105","Poales","Typhaceae","Sparganium androcladum","Sparganium","androcladum","","",1893,8,3,"flowering/fruiting","Fairfield","Easton","Easton",0,41.26583,-73.30138,NA,1893-08-03,1893
42574,"University of Connecticut","CONN","CONN00000158","Poales","Typhaceae","Sparganium lucidum","Sparganium","lucidum","","",1909,9,25,"fruiting","Hartford","Hartford","Connecticut River, Hartford",0,41.76555,-72.66555,20000,1909-09-25,1909
42575,"University of Connecticut","CONN","CONN00000159","Poales","Typhaceae","Sparganium androcladum","Sparganium","androcladum","","",1893,8,7,"fruiting","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,NA,1893-08-07,1893
42576,"University of Connecticut","CONN","CONN00000161","Poales","Typhaceae","Sparganium lucidum","Sparganium","lucidum","","",1909,9,7,"fruiting","Hartford","Hartford","South Meadows",0,41.73833,-72.66444,20000,1909-09-07,1909
42577,"University of Connecticut","CONN","CONN00000162","Poales","Typhaceae","Sparganium lucidum","Sparganium","lucidum","","",1908,8,30,"fruiting","Hartford","Hartford","Connecticut River, Hartford",0,41.76555,-72.66555,20000,1908-08-30,1909
42578,"University of Connecticut","CONN","CONN00000163","Poales","Typhaceae","Sparganium lucidum","Sparganium","lucidum","","",1909,9,25,"fruiting","Hartford","Hartford","Hartford",0,41.76583,-72.68388,NA,1909-09-25,1909
42579,"University of Connecticut","CONN","CONN00000164","Poales","Typhaceae","Sparganium androcladum","Sparganium","androcladum","","",1903,7,12,"flowering/fruiting","New Haven","Milford","Milford",0,41.22416,-73.06027,NA,1903-07-12,1903
42580,"University of Connecticut","CONN","CONN00000165","Poales","Typhaceae","Sparganium androcladum","Sparganium","androcladum","","",1963,7,1,"flowering/fruiting","New London","North Stonington","Billings Lake",0,41.5075,-71.87555,5000,1963-07-01,1963
42581,"University of Connecticut","CONN","CONN00000166","Poales","Typhaceae","Sparganium androcladum","Sparganium","androcladum","","",1893,8,3,"flowering/fruiting","Fairfield","Easton","Easton",0,41.26583,-73.30138,NA,1893-08-03,1893
42582,"University of Connecticut","CONN","CONN00000167","Poales","Typhaceae","Sparganium androcladum","Sparganium","androcladum","","",1893,7,29,"","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,NA,1893-07-29,1893
42583,"University of Connecticut","CONN","CONN00000168","Poales","Typhaceae","Sparganium lucidum","Sparganium","lucidum","","",1907,9,22,"fruiting","Hartford","Hartford","South Meadows",0,41.73833,-72.66444,20000,1907-09-22,1909
42585,"University of Connecticut","CONN","CONN00000170","Poales","Typhaceae","Sparganium androcladum","Sparganium","androcladum","","",1893,10,3,"sterile/vegetative","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,20000,1893-10-03,1893
42590,"University of Connecticut","CONN","CONN00000205","Poales","Typhaceae","Sparganium diversifolium","Sparganium","diversifolium","","",1907,8,25,"flowering/fruiting","Litchfield","Salisbury","Salisbury",0,41.985,-73.42277,20000,1907-08-25,1907
42592,"University of Connecticut","CONN","CONN00000207","Poales","Typhaceae","Sparganium simplex","Sparganium","simplex","","",1895,9,2,"flowering/fruiting","Fairfield","Trumbull","Trumbull",0,41.25805,-73.2075,NA,1895-09-02,1895
42593,"University of Connecticut","CONN","CONN00000208","Poales","Typhaceae","Sparganium diversifolium","Sparganium","diversifolium","","",1907,8,11,"flowering/fruiting","Litchfield","Cornwall","Housatonic River, Cornwall",0,41.85361,-73.37388,20000,1907-08-11,1907
42594,"University of Connecticut","CONN","CONN00000209","Poales","Typhaceae","Sparganium diversifolium","Sparganium","diversifolium","","",1910,8,1,"flowering/fruiting","Hartford","Suffield","Congamond Lake",0,42.025,-72.75694,20000,1910-08-01,1910
42595,"University of Connecticut","CONN","CONN00000222","Poales","Typhaceae","Sparganium eurycarpum","Sparganium","eurycarpum","","",1933,6,7,"flowering/fruiting","Litchfield","New Milford","Housatonic River",0,41.58916,-73.44611,20000,1933-06-07,1933
42599,"University of Connecticut","CONN","CONN00000227","Poales","Typhaceae","Sparganium eurycarpum","Sparganium","eurycarpum","","",1905,7,7,"flowering/fruiting","Litchfield","Salisbury","Salisbury",0,41.985,-73.42277,20000,1905-07-07,1933
42600,"University of Connecticut","CONN","CONN00000228","Poales","Typhaceae","Sparganium eurycarpum","Sparganium","eurycarpum","","",1904,6,7,"flowering/fruiting","Litchfield","Salisbury","Salisbury",0,41.985,-73.42277,20000,1904-06-07,1933
42605,"University of Connecticut","CONN","CONN00000233","Poales","Typhaceae","Sparganium eurycarpum","Sparganium","eurycarpum","","",1909,9,6,"fruiting","Litchfield","Salisbury","Housatonic River, Salisbury",0,41.9825,-73.37222,20000,1909-09-06,1933
42606,"University of Connecticut","CONN","CONN00000234","Poales","Typhaceae","Sparganium eurycarpum","Sparganium","eurycarpum","","",1909,8,2,"","Hartford","East Hartford","East Hartford",0,41.76138,-72.61583,NA,1909-08-02,1912
42608,"University of Connecticut","CONN","CONN00000236","Poales","Typhaceae","Sparganium eurycarpum","Sparganium","eurycarpum","","",1912,7,30,"flowering/fruiting","Hartford","East Hartford","East Hartford",0,41.76138,-72.61583,NA,1912-07-30,1912
42619,"University of Connecticut","CONN","CONN00000250","Salviniales","Marsileaceae","Marsilea quadrifolia","Marsilea","quadrifolia","","",1908,7,15,"","Middlesex","Cromwell","Cromwell",0,41.60972,-72.66361,20000,1908-07-15,1908
42627,"University of Connecticut","CONN","CONN00000258","Salviniales","Marsileaceae","Marsilea quadrifolia","Marsilea","quadrifolia","","",1908,7,15,"","Middlesex","Cromwell, North Cromwell","North Cromwell",0,41.61138,-72.64416,20000,1908-07-15,1908
22551,"University of Connecticut","CONN","CONN00000262","Poales","Typhaceae","Sparganium minimum","Sparganium","minimum","","",1903,8,19,"flowering","Litchfield","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1903-08-19,1904
22552,"University of Connecticut","CONN","CONN00000264","Poales","Typhaceae","Sparganium minimum","Sparganium","minimum","","",1903,8,19,"flowering","Litchfield","SUPPRESSED","SUPPRESSED",0,NA,NA,NA,1903-08-19,1904
22553,"University of Connecticut","CONN","CONN00000265","Poales","Typhaceae","Sparganium minimum","Sparganium","minimum","","",NA,NA,NA,"flowering/fruiting","Litchfield","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,NA,1904
22554,"University of Connecticut","CONN","CONN00000266","Poales","Typhaceae","Sparganium minimum","Sparganium","minimum","","",1903,8,19,"flowering/fruiting","Litchfield","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1903-08-19,1904
22555,"University of Connecticut","CONN","CONN00000267","Poales","Typhaceae","Sparganium minimum","Sparganium","minimum","","",1903,8,19,"flowering/fruiting","Litchfield","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1903-08-19,1904
22556,"University of Connecticut","CONN","CONN00000268","Poales","Typhaceae","Sparganium minimum","Sparganium","minimum","","",1898,8,20,"flowering/fruiting","Litchfield","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1898-08-20,1904
22557,"University of Connecticut","CONN","CONN00000269","Poales","Typhaceae","Sparganium minimum","Sparganium","minimum","","",1903,8,19,"flowering","Litchfield","SUPPRESSED","SUPPRESSED",0,NA,NA,NA,1903-08-19,1904
22558,"University of Connecticut","CONN","CONN00000270","Poales","Typhaceae","Sparganium minimum","Sparganium","minimum","","",1904,7,4,"flowering/fruiting","Litchfield","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1904-07-04,1904
42629,"University of Connecticut","CONN","CONN00000271","Alismatales","Ruppiaceae","Ruppia maritima","Ruppia","maritima","","",1897,9,28,"flowering/fruiting","Fairfield","Stratford","Fresh Pond",0,41.17194,-73.13027,20000,1897-09-28,1938
42630,"University of Connecticut","CONN","CONN00000272","Alismatales","Ruppiaceae","Ruppia maritima","Ruppia","maritima","","",1897,7,5,"uncertain","New Haven","Milford","Milford Point",0,41.17277,-73.11,5000,1897-07-05,1942
42631,"University of Connecticut","CONN","CONN00000273","Alismatales","Ruppiaceae","Ruppia maritima","Ruppia","maritima","","",1875,8,21,"uncertain","New Haven","Madison","Madison",0,41.33777,-72.63,NA,1875-08-21,1942
42634,"University of Connecticut","CONN","CONN00000276","Alismatales","Ruppiaceae","Ruppia maritima","Ruppia","maritima","","",1938,7,13,"uncertain","Fairfield","Stratford","Housatonic River",0,41.20527,-73.10972,20000,1938-07-13,1938
42636,"University of Connecticut","CONN","CONN00000278","Alismatales","Ruppiaceae","Ruppia maritima","Ruppia","maritima","","",1895,8,8,"flowering/fruiting","Fairfield","Norwalk, South Norwalk","Wilson Point",0,41.06361,-73.42888,20000,1895-08-08,1938
42637,"University of Connecticut","CONN","CONN00000279","Alismatales","Ruppiaceae","Ruppia maritima","Ruppia","maritima","","",1942,10,3,"sterile/vegetative","New Haven","New Haven","New Haven",0,41.31,-72.92416,20000,1942-10-03,1942
42643,"University of Connecticut","CONN","CONN00000285","Alismatales","Ruppiaceae","Ruppia maritima","Ruppia","maritima","","",1898,9,4,"sterile/vegetative","New Haven","Orange","Orange",0,41.27944,-73.02583,NA,1898-09-04,1942
42655,"University of Connecticut","CONN","CONN00000298","Alismatales","Zosteraceae","Zostera marina","Zostera","marina","","",1930,10,20,"","New London","Groton","Bluff Point",0,41.31416,-72.03583,20000,1930-10-20,1948
42656,"University of Connecticut","CONN","CONN00000299","Alismatales","Zosteraceae","Zostera marina","Zostera","marina","","",1927,6,7,"","Fairfield","Stratford","Fresh Pond",0,41.17194,-73.13027,20000,1927-06-07,1927
42657,"University of Connecticut","CONN","CONN00000300","Alismatales","Zosteraceae","Zostera marina","Zostera","marina","","",1874,7,13,"","New Haven","Madison","Madison",0,41.33777,-72.63,NA,1874-07-13,1874
42658,"University of Connecticut","CONN","CONN00000301","Alismatales","Zosteraceae","Zostera marina","Zostera","marina","","",1915,7,14,"","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,NA,1915-07-14,1927
42659,"University of Connecticut","CONN","CONN00000302","Alismatales","Zosteraceae","Zostera marina","Zostera","marina","","",1948,8,4,"","New London","Stonington","Barn Island Wildlife Management Area",0,41.33972,-71.8775,5000,1948-08-04,1948
42661,"University of Connecticut","CONN","CONN00000304","Poales","Typhaceae","Sparganium androcladum","Sparganium","androcladum","","",1953,6,28,"flowering/fruiting","Hartford","Hartland, West Hartland","West Hartland",0,42.0075,-72.97111,5000,1953-06-28,1953
42713,"University of Connecticut","CONN","CONN00000363","Alismatales","Alismataceae","Alisma plantago-aquatica","Alisma","plantago-aquatica","","",1966,8,16,"","Hartford","Farmington","Farmington River",0,41.71944,-72.83944,20000,1966-08-16,1966
42714,"University of Connecticut","CONN","CONN00000364","Alismatales","Alismataceae","Alisma gramineum","Alisma","gramineum","","",1966,8,16,"","Hartford","Burlington","Farmington River, Burlington",0,41.78777,-72.925,20000,1966-08-16,1966
42722,"University of Connecticut","CONN","CONN00000374","Alismatales","Alismataceae","Alisma plantago-aquatica","Alisma","plantago-aquatica","","",1913,9,9,"","Middlesex","Durham","Pistapaug Pond, Durham",0,41.42444,-72.74944,20000,1913-09-09,1913
42723,"University of Connecticut","CONN","CONN00000375","Alismatales","Alismataceae","Alisma plantago-aquatica","Alisma","plantago-aquatica","","",1914,8,4,"","Hartford","South Windsor","South Windsor",0,41.83222,-72.57027,20000,1914-08-04,1966
42730,"University of Connecticut","CONN","CONN00000383","Alismatales","Alismataceae","Alisma triviale","Alisma","triviale","","",1892,6,18,"","New Haven","Milford","Milford",0,41.22416,-73.06027,NA,1892-06-18,1965
42731,"University of Connecticut","CONN","CONN00000384","Alismatales","Alismataceae","Alisma triviale","Alisma","triviale","","",1915,7,22,"","New Haven","Branford","Branford",0,41.27777,-72.80027,NA,1915-07-22,1965
42745,"University of Connecticut","CONN","CONN00000398","Alismatales","Alismataceae","Alisma triviale","Alisma","triviale","","",1873,8,20,"","New Haven","New Haven","New Haven",0,41.31,-72.92416,NA,1873-08-20,1965
22561,"University of Connecticut","CONN","CONN00000407","Alismatales","Alismataceae","Sagittaria cuneata","Sagittaria","cuneata","","",1904,9,19,"","Hartford","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1904-09-19,1904
42767,"University of Connecticut","CONN","CONN00000426","Alismatales","Alismataceae","Sagittaria graminea","Sagittaria","graminea","","",1906,9,5,"","Fairfield","Newtown","Taunton Pond, Newtown",0,41.41055,-73.33333,5000,1906-09-05,1925
42773,"University of Connecticut","CONN","CONN00000432","Alismatales","Alismataceae","Sagittaria graminea","Sagittaria","graminea","","",1925,8,12,"","Fairfield","Newtown","Newtown",0,41.39833,-73.29361,NA,1925-08-12,1925
42880,"University of Connecticut","CONN","CONN00000548","Alismatales","Alismataceae","Sagittaria rigida","Sagittaria","rigida","","",1930,8,11,"","Litchfield","Kent","Housatonic River",0,41.73555,-73.47388,20000,1930-08-11,1930
42881,"University of Connecticut","CONN","CONN00000549","Alismatales","Alismataceae","Sagittaria rigida","Sagittaria","rigida","","",1940,9,12,"","Fairfield","Newtown","Lake Zoar, Newtown",0,41.38333,-73.17194,20000,1940-09-12,1940
42885,"University of Connecticut","CONN","CONN00000554","Alismatales","Alismataceae","Sagittaria rigida","Sagittaria","rigida","","",1901,8,6,"","New Haven","Seymour","Housatonic River",0,41.35361,-73.1375,20000,1901-08-06,1901
42886,"University of Connecticut","CONN","CONN00000555","Alismatales","Alismataceae","Sagittaria rigida","Sagittaria","rigida","","",1940,9,12,"","Fairfield","Newtown","Lake Zoar, Newtown",0,41.38333,-73.17194,20000,1940-09-12,1940
42889,"University of Connecticut","CONN","CONN00000558","Alismatales","Alismataceae","Sagittaria rigida","Sagittaria","rigida","","",1926,9,3,"","Litchfield","Kent, Bulls Bridge","Bulls Bridge",0,41.67583,-73.50944,5000,1926-09-03,1930
22571,"University of Connecticut","CONN","CONN00000593","Alismatales","Alismataceae","Sagittaria subulata","Sagittaria","subulata","","",1906,8,16,"","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1906-08-16,1909
22572,"University of Connecticut","CONN","CONN00000594","Alismatales","Alismataceae","Sagittaria subulata","Sagittaria","subulata","","",1902,8,12,"","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1902-08-12,1909
22573,"University of Connecticut","CONN","CONN00000595","Alismatales","Alismataceae","Sagittaria subulata","Sagittaria","subulata","","",1909,8,25,"","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1909-08-25,1909
42914,"University of Connecticut","CONN","CONN00000598","Alismatales","Butomaceae","Butomus umbellatus","Butomus","umbellatus","","",1943,9,5,"sterile/vegetative","New Haven","New Haven","New Haven",0,41.31,-72.92416,20000,1943-09-05,1943
42915,"University of Connecticut","CONN","CONN00000599","Alismatales","Butomaceae","Butomus umbellatus","Butomus","umbellatus","","",1943,9,5,"sterile/vegetative","New Haven","New Haven","New Haven",0,41.31,-72.92416,20000,1943-09-05,1943
42916,"University of Connecticut","CONN","CONN00000601","Alismatales","Butomaceae","Butomus umbellatus","Butomus","umbellatus","","",1943,7,17,"sterile/vegetative","New Haven","New Haven","New Haven",0,41.31,-72.92416,20000,1943-07-17,1943
42917,"University of Connecticut","CONN","CONN00000602","Alismatales","Butomaceae","Butomus umbellatus","Butomus","umbellatus","","",1943,9,26,"sterile/vegetative","New Haven","New Haven","New Haven",0,41.31,-72.92416,20000,1943-09-26,1943
42922,"University of Connecticut","CONN","CONN00000607","Alismatales","Hydrocharitaceae","Anacharis canadensis","Anacharis","canadensis","","",1887,8,21,"sterile/vegetative","Hartford","Plainville","Plainville",0,41.67472,-72.8575,5000,1887-08-21,1947
42924,"University of Connecticut","CONN","CONN00000609","Alismatales","Hydrocharitaceae","Philotria canadensis","Philotria","canadensis","","",1907,8,12,"sterile/vegetative","Litchfield","Salisbury","Twin Lakes",0,42.02083,-73.39166,20000,1907-08-12,1907
42929,"University of Connecticut","CONN","CONN00000615","Alismatales","Hydrocharitaceae","Philotria canadensis","Philotria","canadensis","","",1910,8,1,"sterile/vegetative","Hartford","Suffield","Congamond Lake",0,42.025,-72.75694,5000,1910-08-01,1910
42937,"University of Connecticut","CONN","CONN00000623","Alismatales","Hydrocharitaceae","Anacharis canadensis","Anacharis","canadensis","","",1941,9,6,"sterile/vegetative","New Haven","Southbury","Housatonic River",0,41.43666,-73.265,20000,1941-09-06,1941
42939,"University of Connecticut","CONN","CONN00000625","Alismatales","Hydrocharitaceae","Anacharis canadensis","Anacharis","canadensis","","",1947,10,25,"sterile/vegetative","Hartford","Manchester","Center Spring Park, Manchester",0,41.77722,-72.52944,5000,1947-10-25,1947
42951,"University of Connecticut","CONN","CONN00000637","Alismatales","Hydrocharitaceae","Philotria angustifolia","Philotria","angustifolia","","",1932,7,29,"sterile/vegetative","New London","Lyme","Selden Cove",0,41.41166,-72.41611,20000,1932-07-29,1932
42952,"University of Connecticut","CONN","CONN00000638","Alismatales","Hydrocharitaceae","Elodea occidentalis","Elodea","occidentalis","","",1935,8,5,"flowering","Fairfield","Ridgefield","Little Pond, Ridgefield",0,41.3175,-73.47611,20000,1935-08-05,1935
42953,"University of Connecticut","CONN","CONN00000639","Alismatales","Hydrocharitaceae","Elodea occidentalis","Elodea","occidentalis","","",1935,10,11,"sterile/vegetative","New Haven","Guilford","West Lake",0,41.33833,-72.73138,20000,1935-10-11,1936
42955,"University of Connecticut","CONN","CONN00000641","Alismatales","Hydrocharitaceae","Anacharis occidentalis","Anacharis","occidentalis","","",1941,7,0,"sterile/vegetative","Tolland","Ellington, Rockville","Rockville, Ellington",0,41.87638,-72.45027,20000,NA,1941
42959,"University of Connecticut","CONN","CONN00000645","Alismatales","Hydrocharitaceae","Elodea occidentalis","Elodea","occidentalis","","",1936,8,28,"sterile/vegetative","New Haven","Middlebury","Long Meadow Pond",0,41.48833,-73.11361,2000,1936-08-28,1936
42960,"University of Connecticut","CONN","CONN00000646","Alismatales","Hydrocharitaceae","Elodea occidentalis","Elodea","occidentalis","","",1934,9,28,"flowering","Fairfield","Danbury","Danbury",0,41.40222,-73.47166,5000,1934-09-28,1935
42964,"University of Connecticut","CONN","CONN00000650","Alismatales","Hydrocharitaceae","Philotria angustifolia","Philotria","angustifolia","","",1910,8,0,"flowering","Hartford","Suffield","Congamond Lake",0,42.025,-72.75694,5000,NA,1910
42969,"University of Connecticut","CONN","CONN00000656","Alismatales","Hydrocharitaceae","Vallisneria spiralis","Vallisneria","spiralis","species","",1904,8,29,"flowering","Litchfield","Kent, South Kent","Hatch Pond",0,41.68388,-73.47833,20000,1904-08-29,1904
42970,"University of Connecticut","CONN","CONN00000657","Alismatales","Hydrocharitaceae","Vallisneria spiralis","Vallisneria","spiralis","species","",1928,9,10,"flowering","Hartford","Windsor","Farmington River",0,41.90027,-72.67916,20000,1928-09-10,1928
3047,"University of Connecticut","CONN","CONN00000658","Alismatales","Hydrocharitaceae","Vallisneria spiralis","Vallisneria","spiralis","species","",1928,9,8,"fruiting","New London","Lyme","Connecticut River",0,41.38888,-72.39472,20000,1928-09-08,1928
42976,"University of Connecticut","CONN","CONN00000664","Alismatales","Hydrocharitaceae","Vallisneria spiralis","Vallisneria","spiralis","species","",1904,8,29,"sterile/vegetative","Litchfield","Kent, South Kent","Hatch Pond",0,41.68388,-73.47777,20000,1904-08-29,1904
42977,"University of Connecticut","CONN","CONN00000665","Alismatales","Hydrocharitaceae","Vallisneria spiralis","Vallisneria","spiralis","species","",1897,8,6,"flowering","New Haven","East Haven","Lake Saltonstall, East Haven",0,41.28166,-72.86166,20000,1897-08-06,1903
42979,"University of Connecticut","CONN","CONN00000667","Alismatales","Hydrocharitaceae","Vallisneria spiralis","Vallisneria","spiralis","species","",1904,8,28,"flowering","Litchfield","New Milford","Housatonic River",0,41.58916,-73.44611,20000,1904-08-28,1904
42993,"University of Connecticut","CONN","CONN00000682","Poales","Cyperaceae","Schoenoplectus fluviatilis","Schoenoplectus","fluviatilis","","",1902,8,13,"fruiting","Hartford","East Windsor","Connecticut River, East Windsor",0,41.89861,-72.61666,20000,1902-08-13,1902
42999,"University of Connecticut","CONN","CONN00000688","Poales","Cyperaceae","Bolboschoenus maritimus","Bolboschoenus","maritimus","","",1894,6,21,"flowering","Fairfield","Fairfield","Fairfield",0,41.17583,-73.27194,5000,1894-06-21,1894
43001,"University of Connecticut","CONN","CONN00000690","Poales","Cyperaceae","Bolboschoenus robustus","Bolboschoenus","robustus","","",1903,8,10,"","New Haven","East Haven","East Haven",0,41.29555,-72.86305,5000,1903-08-10,1933
43004,"University of Connecticut","CONN","CONN00000693","Poales","Cyperaceae","Schoenoplectus robustus","Schoenoplectus","robustus","","",1906,9,30,"fruiting-old persisting","New Haven","Milford","Pond Point",0,41.20444,-73.02,2000,1906-09-30,1945
43007,"University of Connecticut","CONN","CONN00000696","Poales","Cyperaceae","Bolboschoenus paludosus","Bolboschoenus","paludosus","","",1944,7,5,"fruiting-developing","Fairfield","Westport","Westport",0,41.14138,-73.35777,5000,1944-07-05,1944
43008,"University of Connecticut","CONN","CONN00000697","Poales","Cyperaceae","Bolboschoenus paludosus","Bolboschoenus","paludosus","","",1892,8,5,"fruiting","Fairfield","Bridgeport","Bridgeport",0,41.16694,-73.20472,5000,1892-08-05,1944
43012,"University of Connecticut","CONN","CONN00000701","Poales","Cyperaceae","Schoenoplectus fluviatilis","Schoenoplectus","fluviatilis","","",1893,7,3,"fruiting","Fairfield","Fairfield","Ash Creek",0,41.1425,-73.23222,20000,1893-07-03,1893
43013,"University of Connecticut","CONN","CONN00000702","Poales","Cyperaceae","Schoenoplectus maritimus","Schoenoplectus","maritimus","","",1894,7,9,"","New Haven","Milford","Milford",0,41.22222,-73.05638,5000,1894-07-09,1943
43014,"University of Connecticut","CONN","CONN00000703","Poales","Cyperaceae","Bolboschoenus paludosus","Bolboschoenus","paludosus","","",1944,9,6,"fruiting","Fairfield","Westport","Greens Farms",0,41.12388,-73.31972,3000,1944-09-06,1944
43017,"University of Connecticut","CONN","CONN00000706","Poales","Cyperaceae","Bolboschoenus robustus","Bolboschoenus","robustus","","",1933,8,25,"fruiting","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1933-08-25,1933
43023,"University of Connecticut","CONN","CONN00000712","Poales","Cyperaceae","Schoenoplectus robustus","Schoenoplectus","robustus","","",1944,7,18,"fruiting","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1944-07-18,1944
43025,"University of Connecticut","CONN","CONN00000714","Poales","Cyperaceae","Schoenoplectus novae-angliae","Schoenoplectus","novae-angliae","","",1933,6,27,"","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1933-06-27,1938
43026,"University of Connecticut","CONN","CONN00000715","Poales","Cyperaceae","Bolboschoenus fluviatilis","Bolboschoenus","fluviatilis","","",1893,7,3,"fruiting-developing","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1893-07-03,1893
43027,"University of Connecticut","CONN","CONN00000716","Poales","Cyperaceae","Schoenoplectus novae-angliae","Schoenoplectus","novae-angliae","","",1944,7,18,"fruiting","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1944-07-18,1944
43028,"University of Connecticut","CONN","CONN00000717","Poales","Cyperaceae","Schoenoplectus novae-angliae","Schoenoplectus","novae-angliae","","",1909,8,10,"fruiting","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1909-08-10,1944
43029,"University of Connecticut","CONN","CONN00000718","Poales","Cyperaceae","Schoenoplectus novae-angliae","Schoenoplectus","novae-angliae","","",1896,7,19,"","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1896-07-19,1944
43031,"University of Connecticut","CONN","CONN00000720","Poales","Cyperaceae","Schoenoplectus novae-angliae","Schoenoplectus","novae-angliae","","",1938,7,13,"fruiting","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1938-07-13,1938
43032,"University of Connecticut","CONN","CONN00000721","Poales","Cyperaceae","Schoenoplectus fluviatilis","Schoenoplectus","fluviatilis","","",1893,7,3,"","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1893-07-03,1893
